accession,description,gene_name,unique_peptides,control_1,control_2,control_3,lowDO_1,lowDO_2,lowDO_3,lowTEMP_1,lowTEMP_2,lowTEMP_3,low_TEMP_DO_1,low_TEMP_DO_2,low_TEMP_DO_3,antibody_mass_da,protein_mass_da,control_1 ppm,control_2 ppm,control_3 ppm,lowDO_1 ppm,lowDO_2 ppm,lowDO_3 ppm,lowTEMP_1 ppm,lowTEMP_2 ppm,lowTEMP_3 ppm,low_TEMP_DO_1 ppm,low_TEMP_DO_2 ppm,low_TEMP_DO_3 ppm,species,gene_name_lower,control_mean,control_std,control_cv_pct,control_detected,control_mean_ppm,lowDO_mean,lowDO_std,lowDO_cv_pct,lowDO_detected,lowDO_mean_ppm,lowTEMP_mean,lowTEMP_std,lowTEMP_cv_pct,lowTEMP_detected,lowTEMP_mean_ppm,low_TEMP_DO_mean,low_TEMP_DO_std,low_TEMP_DO_cv_pct,low_TEMP_DO_detected,low_TEMP_DO_mean_ppm,overall_mean_abundance,abundance_rank,lowDO_log2fc,lowDO_responsive,lowTEMP_log2fc,lowTEMP_responsive,low_TEMP_DO_log2fc,low_TEMP_DO_responsive,num_conditions_responsive,hcp_risk
G3INJ0,High affinity interleukin-8 receptor A OS=Cricetulus griseus OX=10029 GN=I79_025515 PE=3 SV=1,LOC100769459,1,84721.09299,79198.51067,88780.44292,26271.21534,25374.319113999998,29257.649039999997,20813.312169,19377.762627,23455.161054,24408.942875,24382.562834999997,30768.395,149980.536284,39758,11.174700435191328,10.337833775988935,11.588569705431226,4.27171777782052,3.7685219877097693,4.579654934582708,3.153205124894087,2.923977293406623,3.702123404659394,3.727884004419064,3.708839537641874,4.9327897428921474,Cricetulus griseus,loc100769459,84233.34886000001,4809.5506196691185,5.71,3,11.0337,26967.727831333334,2033.20192466939,7.54,3,4.2066,21215.411949999998,2068.2257271718927,9.75,3,3.2598,26519.966903333334,3679.270300757703,13.87,3,4.1232,39734.11388616667,57,-1.6431,True,-1.9892,True,-1.6673,True,3,Medium
G3IP44,Histone H2B subacrosomal variant OS=Cricetulus griseus OX=10029 GN=H671_2g5756 PE=3 SV=1,LOC100752003,1,69688.31929,71970.03473,73841.38206999999,44360.36838,39879.83362,43693.20838,28398.0057,28576.457645000002,32438.55152,29171.995283,29396.78256,36284.50854,149980.536284,14269,25.61151809817268,26.175514915178976,26.856124288141135,20.097800148465677,16.502927256665906,19.056285801942934,11.987534198134156,12.014611935508059,14.266088592573961,12.413965829547132,12.459180666222451,16.20839449873384,Cricetulus griseus,loc100752003,71833.24536333334,2079.907717130767,2.9,3,26.2144,42644.47012666666,2417.371894619352,5.67,3,18.5523,29804.338288333336,2283.0398127462377,7.66,3,12.7561,31617.762127666665,4043.0834628714765,12.79,3,13.6938,43974.9539765,53,-0.7523,False,-1.2691,True,-1.1839,True,2,Medium
G3H6K5,HIV Tat-specific factor 1-like OS=Cricetulus griseus OX=10029 GN=I79_005970 PE=4 SV=1,UNKNOWN,1,41573.80283,39778.56324,46572.7967,18160.51307,18696.837753,19854.021247,13958.316314,14334.426768000001,16442.24681,17199.275284,17140.164613,20905.886517,149980.536284,60645,3.594956342747098,3.404012544125398,3.9854225811349826,1.9358871225071794,1.8204315115201073,2.037376729903873,1.386352246413588,1.418013035856783,1.701387210415294,1.7220791009405079,1.709240636712983,2.1972824126124335,Cricetulus griseus,unknown,42641.720923333334,3520.7582802284805,8.26,3,3.6615,18903.790689999998,865.5140813361504,4.58,3,1.9312,14911.663297333333,1338.7976640767254,8.98,3,1.5019,18415.108804666666,2157.2792417878754,11.71,3,1.8762,23718.070928833335,74,-1.1735,True,-1.5158,True,-1.2113,True,3,Medium
G3IED1,Homeobox protein Nkx-2.1 OS=Cricetulus griseus OX=10029 GN=I79_022078 PE=4 SV=1,UNKNOWN,1,9632.108223,9808.057976,10228.369483,7586.328955,6994.93779,8179.074477,7197.423553999999,6674.010494,7853.680514,8635.017784,8940.310834,11580.389073999999,149980.536284,20876,2.419596426235544,2.438219473472035,2.542706182645192,2.3492611650603092,1.9785077409039538,2.438230357573224,2.076659665086891,1.9179376759056597,2.3608203676719532,2.511619794045498,2.589933133257235,3.535803766387744,Cricetulus griseus,unknown,9889.511894000001,306.3624130215067,3.1,3,2.4668,7586.780407333335,592.0684725872009,7.8,3,2.2553,7241.704854,591.0803364763266,8.16,3,2.1185,9718.572564,1619.5899170086263,16.66,3,2.8791,8609.142429833333,153,-0.3824,False,-0.4495,False,-0.0252,False,0,Low
G3IMW2,"Inositol 1,4,5-triphosphate receptor-interacting protein-like 2 OS=Cricetulus griseus OX=10029 GN=I79_025266 PE=4 SV=1",ITPRIPL2,1,201501.14157,216304.0434,211049.50279,172285.04679,173886.41114,189827.87728000002,187998.79634,177813.39149,205020.669,236381.25427,251166.61198,302581.0679,149980.536284,58367,18.10418622800843,19.232437316323523,18.765235588055223,19.082142329538943,17.59136168876391,20.239998655031894,19.4009614250307,18.276456089329276,22.04282617565283,24.591420157970948,26.024222122722172,33.04354786234532,Cricetulus griseus,itpripl2,209618.22925333332,7504.524208750744,3.58,3,18.7006,178666.44507000002,9699.189073277312,5.43,3,18.9712,190277.6189433333,13746.045312002829,7.22,3,19.9067,263376.31138333335,34747.82584279919,13.19,3,27.8864,210484.65116249997,21,-0.2305,False,-0.1397,False,0.3294,False,0,Medium
G3H3J9,Kinesin-like protein KIF21B (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_004847 PE=3 SV=1,UNKNOWN,1,97671.63194,94589.35819,102431.49458999999,334437.7363,345843.2633,307288.1708,369194.11439999996,383286.14410000003,339574.84479999996,306966.5977,293600.2159,270091.6533,149980.536284,178587,2.8680549732052913,2.7487136319406784,2.97660171193927,12.106325614860411,11.434855060153662,10.70813554691869,12.45203928721059,12.87562060896807,11.932258965482493,10.437085177192667,9.942366084918083,9.639924063271419,Cricetulus griseus,unknown,98230.82823999999,3950.8608182902944,4.02,3,2.8645,329189.72346666665,19806.06014443589,6.02,3,11.4164,364018.3677666667,22310.551013654782,6.13,3,12.42,290219.4889666667,18668.485934164466,6.43,3,10.0065,270414.60211,16,1.7447,True,1.8898,True,1.5629,True,3,High
G3HZT3,Krueppel-like factor 10 OS=Cricetulus griseus OX=10029 GN=I79_016597 PE=4 SV=1,UNKNOWN,1,28112.672551,28749.557252,34187.23732,30492.34792,33949.50999,32918.31308,47375.30802,64571.41089,64575.01602,59362.73044,71883.04118,51775.7318,149980.536284,50091,2.9431425753209344,2.97857485161264,3.5419413396490214,3.9353021411375364,4.001980737482361,4.089740282066732,5.696759691305027,7.733488917287911,8.089875199711832,7.196015920396321,8.67860579704716,6.588382962216806,Cricetulus griseus,unknown,30349.822374333333,3338.520724738937,11.0,3,3.1546,32453.39033,1774.8541537721742,5.47,3,4.009,58840.578310000004,9929.215496015187,16.87,3,7.1734,61007.16780666667,10154.01907204365,16.64,3,7.4877,45662.73970525,50,0.0967,False,0.9551,False,1.0073,True,1,Medium
G3HXS9,Metabotropic glutamate receptor 1 OS=Cricetulus griseus OX=10029 GN=I79_015843 PE=4 SV=1,UNKNOWN,1,20590.711411,19284.082994,14492.534156,4302.677183,4246.8678776,3296.5823483,4511.2460790000005,4744.6672246,3580.1938117,5183.948846,4532.958191,2897.5601993,149980.536284,11984,9.010282765980685,8.350918610007358,6.2759516865366844,2.321046709417407,2.0925128577267746,1.7119062917306136,2.267411120575467,2.375192706390607,1.8747429902332262,2.626617635902874,2.287510701227747,1.5411430729381879,Cricetulus griseus,unknown,18122.442853666667,3210.762731824803,17.72,3,7.8791,3948.7091363,565.4473276643062,14.32,3,2.0418,4278.702371766667,616.0819865635663,14.4,3,2.1724,4204.8224121,1177.9847528662656,28.02,3,2.1518,7638.669193458334,173,-2.198,True,-2.0823,True,-2.1074,True,3,Medium
G3IAF5,Mitochondrial brown fat uncoupling protein 1 OS=Cricetulus griseus OX=10029 GN=I79_020576 PE=3 SV=1,UNKNOWN,1,361102.0306,364769.6287,381594.6373,206539.57462,192572.40703,239506.96271999998,128794.01621,120316.69217,145435.32325000002,182912.94446,192099.80315,248343.5098,149980.536284,29152,64.95767086549661,64.93627545842713,67.93146285090208,45.80172556531407,39.005593381661974,51.12904107772452,26.611103609479066,24.760101558141525,31.30679045922899,38.099040160571626,39.85123509548372,54.29961504851351,Cricetulus griseus,unknown,369155.4322,10927.634080425663,2.96,3,65.9418,212872.98145666663,24099.73363075782,11.32,3,45.3121,131515.34387666665,12778.522020770237,9.72,3,27.5593,207785.41913666666,35423.419256741465,17.05,3,44.0833,230332.2941675,19,-0.7942,False,-1.489,True,-0.8291,False,1,Medium
G3HSA2,Myb-binding protein 1A OS=Cricetulus griseus OX=10029 GN=I79_013731 PE=4 SV=1,MYBBP1A,1,24035.761359999997,24796.20282,24541.425320000002,94542.49106,88215.58679999999,103953.12431000001,85953.03255999999,82914.05023,91697.72674,74768.58131000001,83101.95303,101245.23086000001,149980.536284,105150,1.1987192385061116,1.2238070828953969,1.2112326370689217,5.812522960140717,4.95378593642818,6.152422179897566,4.92365349885893,4.730572979162687,5.472506593485253,4.317653755505499,4.779529812129822,6.1373033435635955,Cricetulus griseus,mybbp1a,24457.796499999997,387.05702186199676,1.58,3,1.2113,95570.40072333334,7918.9627115326775,8.29,3,5.6396,86854.93650999998,4460.752885932,5.14,3,5.0422,86371.92173333334,13537.8271646141,15.67,3,5.0782,73313.76386666666,36,1.9662,True,1.8283,True,1.8202,True,3,High
G3HAA5,Myopalladin OS=Cricetulus griseus OX=10029 GN=I79_007351 PE=4 SV=1,MYPN,1,199518.70494999998,200575.25686000002,212774.08529999998,195658.78518,195429.07426999998,224930.96489,187992.00876,182076.74505,208840.45182999998,153038.44069000002,168938.19369,198626.24122000003,149980.536284,143667,7.282751027419653,7.245317028703622,7.685971478361174,8.804186768219859,8.03217824105938,9.74338991706466,7.881664068744432,7.603128865346711,9.122095241356826,6.46817047788771,7.111382597030628,8.81235313964935,Cricetulus griseus,mypn,204289.34903666665,7366.962574791169,3.61,3,7.4047,205339.60811333335,16967.00141564577,8.26,3,8.8599,192969.73521333336,14059.065425362207,7.29,3,8.2023,173534.29186666667,23138.819722015563,13.33,3,7.464,194033.24605750002,23,0.0074,False,-0.0822,False,-0.2354,False,0,Medium
G3IKK5,NAD(P)(+)--arginine ADP-ribosyltransferase OS=Cricetulus griseus OX=10029 GN=I79_024408 PE=3 SV=1,UNKNOWN,1,27156.971579999998,28605.206899999997,29437.783900000002,76751.69284999999,78831.81156,87943.56715,89848.21770000001,88417.97888,98566.50817,50811.52516,53433.36113999999,64528.5019,149980.536284,26084,5.459790962358494,5.691253903912218,5.856902316039506,19.02219760552751,17.84549096680988,20.98204168321332,20.747741579425483,20.335801088130328,23.71331012804122,11.828399609770177,12.388579822808575,15.768474583770212,Cricetulus griseus,unknown,28399.98746,1154.1717695739164,4.06,3,5.6693,81175.69052,5952.716944479906,7.33,3,19.2832,92277.56825,5493.129322943886,5.95,3,21.599,56257.79606666666,7281.616387359074,12.94,3,13.3285,64527.76057416666,38,1.5151,True,1.7001,True,0.9861,False,2,High
G3H7F5,Nef-associated protein 1 OS=Cricetulus griseus OX=10029 GN=H671_2g6185 PE=4 SV=1,TRMO,1,3497113.238,3577886.357,3679440.354,1868857.6875999998,1807512.2149,2079297.3053000001,1559426.1726000002,1469491.239,1701208.6886999998,1691108.042,1797913.8327000001,2286375.596,149980.536284,48108,381.20734675732206,385.96355618116667,396.9186670806076,251.13419216311078,221.85290718143253,268.97824029989414,195.2464164981649,183.25025699664062,221.9102134060171,213.44795654896689,226.01371445561992,302.93019542605913,Cricetulus griseus,trmo,3584813.316333333,91360.72121772899,2.55,3,388.0299,1918555.7359333334,142545.45186375052,7.43,3,247.3218,1576708.7001,116821.48107886309,7.41,3,200.1356,1925132.490233333,317370.9270392034,16.49,3,247.464,2251302.56065,2,-0.9019,False,-1.185,True,-0.8969,False,1,Medium
G3IBS6,Nociceptin receptor OS=Cricetulus griseus OX=10029 GN=I79_021108 PE=3 SV=1,OPRL1,1,143983.77692,142569.77309,152218.52234999998,95735.51984,91951.74307,104481.27789,53357.1691,47915.46744,56588.84512,81083.59737,90112.30592,108696.63675,149980.536284,40550,18.62051001410451,18.246251606096447,19.481110180017012,15.262622355362385,13.389682940170275,16.034871235838988,7.925697201842214,7.088914922761767,8.757436027415729,12.14171679626645,13.439294347549291,17.08588737645364,Cricetulus griseus,oprl1,146257.35745333333,5210.706948366194,3.56,3,18.7826,97389.51359999999,6426.436199013207,6.6,3,14.8957,52620.49388666666,4383.364902952448,8.33,3,7.924,93297.51334666666,14079.387263426172,15.09,3,14.2223,97391.21957166666,31,-0.5867,False,-1.4748,True,-0.6486,False,1,Medium
G3GVK4,Nuclear receptor corepressor 1 OS=Cricetulus griseus OX=10029 GN=I79_001743 PE=4 SV=1,NCOR1,1,65254.488450000004,70997.8471,72765.61765999999,60161.466969999994,53944.60828,63030.6263,44889.461429999996,40905.8193,46470.74223,50744.30831,52541.77128,66221.82768,149980.536284,173532,1.9719671970114228,2.123257500180742,2.17612434408422,2.241226570899959,1.8355645312155335,2.2604240008133663,1.558118118642732,1.4141660825093696,1.6804942783082435,1.7756023609162095,1.8310843834988673,2.432393767928357,Cricetulus griseus,ncor1,69672.65107,3927.005715653413,5.64,3,2.0904,59045.56718333333,4644.6587727575015,7.87,3,2.1124,44088.67432,2867.5837914290414,6.5,3,1.5509,56502.63575666668,8464.912109057675,14.98,3,2.013,57327.38208250001,43,-0.2388,False,-0.6602,False,-0.3023,False,0,Medium
G3IC87,Olfactory receptor 147 OS=Cricetulus griseus OX=10029 GN=I79_021277 PE=3 SV=1,UNKNOWN,1,18977.819126000002,17884.953709,19249.179422,22777.48,23667.738169999997,19765.706581,19264.649407,21149.443986,17313.520001,16650.728497,15891.722332,14758.762300000002,149980.536284,23090,4.310138633589803,4.019767614150639,4.326386822046569,6.377179749402795,6.052488999508762,5.327289162649794,5.025424259854668,5.495028066052314,4.705420511539782,4.378720811714311,4.1622700754232715,4.074162026958965,Cricetulus griseus,unknown,18703.984085666667,722.1614577006712,3.86,3,4.2188,22070.308250333328,2044.879346815705,9.27,3,5.919,19242.537798,1918.0575844103305,9.97,3,5.0753,15767.071043000002,952.1226184345584,6.04,3,4.2051,18945.97529425,86,0.2387,False,0.041,False,-0.2464,False,0,Medium
G3IE17,Olfactory receptor OS=Cricetulus griseus OX=10029 GN=I79_021959 PE=3 SV=1,LOC100754058,1,16652.798744,15866.109512,16253.548069,57523.810207,58151.56987,34647.450575,67926.78743,74128.69207800001,46380.446775,52160.505577,44571.841233,21132.558214,149980.536284,35133,2.485655096303021,2.343647390879004,2.4008775116311774,10.584718836825104,9.773438699935852,6.137251317680288,11.64558728101221,12.658026347752761,8.284316704003588,9.01497455911957,7.672352722431999,3.833973702277747,Cricetulus griseus,loc100754058,16257.48544166667,393.35939560893183,2.42,3,2.4101,50107.610217333335,13392.569681485576,26.73,3,8.8318,62811.97542766667,14564.074145419454,23.19,3,10.8626,39288.30167466667,16174.6784230361,41.17,3,6.8404,42116.34319033333,55,1.6239,True,1.9499,True,1.2729,True,3,Medium
G3HXI5,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Cricetulus griseus OX=10029 GN=H671_2g5683 PE=4 SV=1,PPWD1,1,134349.09875,120860.9674,94713.17470999999,27226.682473,24537.131933999997,18989.54676,20741.818456,20323.617081,15402.74446,23300.386481,20523.79244,12617.752775,149980.536284,73502,9.585272633177516,8.53343665645849,6.687261357465116,2.3946524317745066,1.9711779262381104,1.6078047312314616,1.6997428671646937,1.6588103665418863,1.3150308916856446,1.9248722748379008,1.6886579105224617,1.0941960653170086,Cricetulus griseus,ppwd1,116641.08028666668,20152.101728185084,17.28,3,8.2687,23584.453722333332,4200.392603059064,17.81,3,1.9912,18822.726665666665,2969.163487048238,15.77,3,1.5579,18813.977232,5542.767066932624,29.46,3,1.5692,44465.55947666667,51,-2.3061,True,-2.6315,True,-2.6321,True,3,Medium
G3HCR2,Phospholipid-transporting ATPase OS=Cricetulus griseus OX=10029 GN=I79_008276 PE=3 SV=1,UNKNOWN,1,48934.691269999996,49298.37564,52037.12946,65875.31299,64439.41232,71148.51851,70372.34018,65780.11586,78423.50573,60498.474780000004,60784.007639999996,79691.50375999999,149980.536284,109503,2.3434716510837275,2.33638092373045,2.4661777394829354,3.889050579513548,3.4747754070734467,4.043502384175344,3.8708962475680946,3.603823476436794,4.494250094161364,3.3547206134143037,3.3569628462594605,4.638721464971317,Cricetulus griseus,unknown,50090.06545666666,1695.9835656788935,3.39,3,2.382,67154.41460666667,3532.7188080136666,5.26,3,3.8024,71525.32059,6400.066384076612,8.95,3,3.9897,66991.32872666667,10999.600750095993,16.42,3,3.7835,63940.282345,39,0.423,False,0.5139,False,0.4194,False,0,Medium
G3GVR2,Polypyrimidine tract-binding protein 1 OS=Cricetulus griseus OX=10029 GN=I79_001809 PE=4 SV=1,UNKNOWN,1,3755.6215819999998,3872.974113,3889.084144,9228.641585000001,10162.256621,11755.930514,8596.084545000002,8647.28627,9661.752148,6556.512122,7526.409736,9749.711294,149980.536284,7749,2.5415873148898274,2.5937970542098716,2.604586217713642,7.699083608625384,7.743649411065536,9.44124372630686,6.6817553865051345,6.69466838134402,7.824331327406419,5.137657590976121,5.873884707799959,8.019704867452878,Cricetulus griseus,unknown,3839.2266130000003,72.85076650995846,1.9,3,2.58,10382.276240000001,1277.9295000977827,12.31,3,8.2947,8968.374321000001,601.0282958332115,6.7,3,7.0669,7944.211050666668,1637.08542596844,20.61,3,6.3437,7783.522056166667,172,1.435,True,1.2238,True,1.0489,True,3,Medium
G3HS45,Pre-mRNA-splicing factor RBM22 OS=Cricetulus griseus OX=10029 GN=I79_013671 PE=4 SV=1,UNKNOWN,1,10202.923247,10544.874882,7963.518902,7978.734761,7759.444964,11135.773314999999,8772.318126999999,8326.412353,10462.392225,5093.8757860000005,5544.485483,7503.085273,149980.536284,27013,1.9807089777928093,2.025842471912526,1.529921881300687,1.9094492790868454,1.6961295639907745,2.5654610339308834,1.9560371975315685,1.8491834154291078,2.4304975068087504,1.1450210764443183,1.2412854177725552,1.770432425234663,Cricetulus griseus,unknown,9570.439010333333,1402.0973240450546,14.65,3,1.8455,8957.984346666666,1889.205017120388,21.09,3,2.057,9187.040901666665,1126.7647217887586,12.26,3,2.0786,6047.148847333334,1280.8494960161709,21.18,3,1.3856,8440.653276500001,156,-0.0954,False,-0.059,False,-0.6622,False,0,Low
G3HAA4,Protein atonal-like 7 OS=Cricetulus griseus OX=10029 GN=I79_007350 PE=4 SV=1,UNKNOWN,1,3716.5534497000003,2397.6880093,1918.3913619,14564.819735000001,13225.955295,9430.715601,7652.087759,6909.8774874,5536.9426073,3181.50462148,3228.0592991599997,1202.6719873,149980.536284,7438,2.6203124360172594,1.672913773359334,1.3384991373223034,12.658896734470977,10.499583263706002,7.890532877484942,6.196683619592927,5.573256957337944,4.671440795466137,2.5972534589290075,2.624632796952495,1.0306312646029254,Cricetulus griseus,unknown,2677.5442736333334,931.1747258250035,34.78,3,1.8772,12407.163543666667,2663.1881765522326,21.46,3,10.3497,6699.635951233333,1073.131343702761,16.02,3,5.4805,2537.411969313333,1156.1530820752878,45.56,3,2.0842,6080.438934461667,203,2.2118,True,1.3228,True,-0.0775,False,2,Medium
G3HC46,Protein FAM189B OS=Cricetulus griseus OX=10029 GN=I79_007996 PE=4 SV=1,FAM189B,1,49288.540349999996,49644.30586,53504.291339999996,25820.389450000002,28893.354919999998,28984.169609999997,26944.09796,28333.489260000002,30277.35293,29148.699950000002,32745.80084,37554.238249999995,149980.536284,69528,3.7175351975460975,3.7054995524591745,3.993612644602606,2.400766756814382,2.4538014628364473,2.5942927687953854,2.334207536468178,2.4447542941041047,2.73272020308927,2.5456424339120445,2.8482565222228047,3.4427977591990606,Cricetulus griseus,fam189b,50812.37918333333,2338.040968189763,4.6,3,3.8055,27899.304659999998,1800.9658977218162,6.46,3,2.483,28518.313383333338,1674.2960136074742,5.87,3,2.5039,33149.57968,4217.291375031549,12.72,3,2.9456,35094.89422666667,61,-0.8649,False,-0.8333,False,-0.6162,False,0,Medium
G3HWQ6,Protein SOLO OS=Cricetulus griseus OX=10029 GN=I79_015434 PE=4 SV=1,UNKNOWN,1,192387.01822,194510.61688,204085.61723,103340.53355,100068.29053,113594.51611,92248.87533,89624.59101999999,101283.03421,108671.70402,113772.66372,130767.52848,149980.536284,143862,7.012914417574438,7.016722107772078,7.362128017821807,4.643778784680533,4.107254108107026,4.91393188097886,3.8623403523840136,3.737455123775221,4.418019322005566,4.58678445831093,4.7827210752107385,5.793834871101645,Cricetulus griseus,unknown,196994.4174433333,6232.275156634578,3.16,3,7.1306,105667.78006333334,7057.035628408588,6.68,3,4.555,94385.50018666667,6115.856337195043,6.48,3,4.0059,117737.29874,11569.14485919946,9.83,3,5.0544,128696.24910833333,25,-0.8986,False,-1.0615,True,-0.7426,False,1,Medium
G3H4X2,Protein unc-80-like OS=Cricetulus griseus OX=10029 GN=I79_005336 PE=4 SV=1,UNKNOWN,1,326082.21849999996,325172.9697,347621.6842,188534.75636,183411.21383999998,209454.39571,142468.46804,138282.34822,155078.02057,192880.0524,205215.86832,251441.82909999997,149980.536284,319837,5.346471829729271,5.276218756959916,5.640468985457731,3.8107428033447204,3.386088988416885,4.075478773196537,2.683030478916151,2.593778799156625,3.0426958840618887,3.6618163633981142,3.8803013753654367,5.010962070281006,Cricetulus griseus,unknown,332958.95746666664,12706.429466509535,3.82,3,5.4211,193800.12196999998,13796.915841364784,7.12,3,3.7574,145276.27894333334,8742.797262535407,6.02,3,2.7732,216512.58327333335,30872.03020725741,14.26,3,4.1844,222136.9854133333,20,-0.7808,False,-1.1965,True,-0.6209,False,1,Medium
